,행사명,개최장소,시작일자,종료일자,행사내용,홈페이지주소,전화번호,주관기관,주최기관,도로명주소,지번주소,위도,경도
5230,성악공연(봄이오는소리),두드림뮤직센터,2019-03-09,2019-03-09,동두천두드림뮤직센터 기획공연,-,031-860-2627,동두천시,경기도미술관+경기도문화재단+경기문화예술진흥원,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5231,DJ 클럽파티2,두드림뮤직센터,2019-02-23,2019-02-23,동두천두드림뮤직센터 기획공연,-,031-860-2627,동두천시,경기도미술관+경기도문화재단+경기문화예술진흥원,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5232,제이스트콘서트,두드림뮤직센터,2019-02-09,2019-02-09,동두천두드림뮤직센터 기획공연,-,031-860-2627,동두천시,경기도미술관+경기도문화재단+경기문화예술진흥원,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5233,킬라그램콘서트,두드림뮤직센터,2019-01-26,2019-01-26,동두천두드림뮤직센터 기획공연,-,031-860-2627,동두천시,경기도미술관+경기도문화재단+경기문화예술진흥원,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5234,DJ 클럽파티1,두드림뮤직센터,2019-01-19,2019-01-19,동두천두드림뮤직센터 기획공연,-,031-860-2627,동두천시,경기도미술관+경기도문화재단+경기문화예술진흥원,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5235,2019년 신년 어등산 해맞이 행사,종합운동장,2019-01-01,2019-01-01,새해를 맞이하여 시민의 안녕과 시정발전을 기원하는 신년 해맞이 행사,-,031-860-2112,동두천시,불현동새마을부녀회,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.9008391,127.0704981
5236,2018년 거리로 나온 예술,축산물브랜드육타운,2018-10-27,2018-10-27,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,경기도 동두천시 평화로 2910번길 30,경기도 동두천시 상봉암동 10,37.9458361,127.0644251
5237,2018년 거리로 나온 예술,축산물브랜드육타운,2018-10-20,2018-10-20,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,경기도 동두천시 평화로 2910번길 30,경기도 동두천시 상봉암동 10,37.9458361,127.0644251
5238,2018년 거리로 나온 예술,지행역광장,2018-10-18,2018-10-18,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,-,경기도 동두천시 지행동 481-1,37.8918811,127.0556661
5239,2018년 거리로 나온 예술,중앙공원,2018-10-13,2018-10-13,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,-,경기도 동두천시 생연동 594-1,37.9054393,127.0546796
5240,2018년 거리로 나온 예술,지행역광장,2018-10-11,2018-10-11,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,-,경기도 동두천시 지행동 481-1,37.8918811,127.0556661
5241,2018년 거리로 나온 예술,시민평화공원,2018-10-04,2018-10-04,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,-,경기도 동두천시 지행동 691-6,37.89395806,127.051808
5242,2018년 거리로 나온 예술,시민평화공원,2018-09-27,2018-09-27,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,-,경기도 동두천시 지행동 691-6,37.89395806,127.051808
5243,2018년 거리로 나온 예술,온누리약국,2018-09-20,2018-09-20,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,경기도 동두천시 지행로 59,경기도 동두천시 지행동 695,37.8926941,127.0537911
5244,2018년 거리로 나온 예술,중앙공원,2018-09-13,2018-09-13,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,경기도 동두천시 중앙로 268,경기도 동두천시 생연동 594-1,37.9054393,127.0546796
5245,2019 K리그1 서울vs수원,주경기장,2019-06-16,2019-06-16,축구경기,www.fcseoul.com,02-306-5050,(주)GS스포츠,(주)GS스포츠,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256
5246,2021년 찾아가는 문화활동 비대면 공연,평생학습관,2021-06-30,2021-06-30,찾아가는 문화활동 신심청전 비대면 공연,-,031-860-2063,동두천시,동두천연극협회,경기도 동두천시 중앙로 110-18,경기도 동두천시 지행동 722-1,37.89088078,127.0532318
5247,2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,2021-06-29,2021-06-29,찾아가는 문화활동 두드림합창단 비대면 공연,-,031-860-2063,동두천시,두드림합창단,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5248,2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,2021-05-07,2021-05-07,찾아가는 문화활동 해설이 있는 작은 음악회 비대면 공연,-,031-860-2063,동두천시,동두천음악협회,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5249,2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,2021-04-29,2021-04-29,찾아가는 문화활동 한국국악협회 비대면 공연,-,031-860-2063,동두천시,한국국악협회 동두천시지부,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5250,2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,2021-04-29,2021-04-29,찾아가는 문화활동 동두천국악예술단 비대면 공연,-,031-860-2063,동두천시,동두천국악예술단,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5251,2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,2021-04-29,2021-04-29,찾아가는 문화활동 이담농악보존회 비대면 공연,-,031-860-2063,동두천시,이담농악보존회,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5252,2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,2021-04-29,2021-04-29,찾아가는 문화활동 진쇠예술단 비대면 공연,-,031-860-2063,동두천시,진쇠예술단,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9158462,127.0565068
5253,2020년 송년음악회,시민회관,2020-12-12,2020-12-12,행복나눔 2020년 송년 음악회,-,031-860-2063,동두천시,동두천예총+동두천음악협회+동두천시윈드오케스트라,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.9052325,127.0430631
5254,제9회 시립예술단 비대면 정기공연,시민회관,2020-12-07,2020-12-08,"동두천시립예술단(시립합창단, 시립이담농악단) 정기공연",-,031-860-2063,동두천시립예술단,동두천시,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.9052325,127.0430631
5255,2019년 송년음악회,시민회관,2019-12-20,2019-12-20,행복나눔 2019년 송년 음악회,-,031-860-2063,동두천시,동두천예총+동두천음악협회+동두천시윈드오케스트라,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.9052325,127.0430631
5256,2019년 문예회관과 함께하는 방방곡곡 문화공감,시민회관,2019-12-23,2019-12-23,한국문화예술회관연합회 추진 민간 우수 공연 프로그램 유치 및 시민회관 리모델링 개관 기념,-,031-860-2063,동두천시,동두천시,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.9052325,127.0430631
5257,동두천시립예술단 정기공연,시민회관,2019-12-09,2019-12-09,"동두천시립예술단(시립합창단, 시립이담농악단) 정기공연",-,031-860-2063,동두천시립예술단,동두천시,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.9052325,127.0430631
5258,2019년 거리로 나온 예술,시민평화공원,2019-09-28,2019-09-28,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,-,경기도 동두천시 지행동 691-6,37.89395806,127.051808
5259,2019년 거리로 나온 예술,어린이박물관,2019-09-19,2019-09-19,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,-,031-860-2063,동두천시,동두천시+경기도,경기도 동두천시 평화로 2910번길 46,경기도 동두천시 상봉암동 162,37.9446291,127.0644591
5260,동두천시립합창단 공연,지행역(1층),2019-10-24,2019-10-24,퇴근길에 오고가는 지하철 이용객들과 동두천 시민들을 위해 힐링콘서트 진행,-,031-860-2064,동두천시,동두천시,경기도 동두천시 평화로 2285,경기도 동두천시 지행동 482,37.8918361,127.0556431
5261,동두천시립합창단 공연,지행역(1층),2019-07-04,2019-07-04,퇴근길에 오고가는 지하철 이용객들과 동두천 시민들을 위해 힐링콘서트 진행,-,031-860-2064,동두천시,동두천시,경기도 동두천시 평화로 2285,경기도 동두천시 지행동 482,37.8918361,127.0556431
5262,동두천시립합창단 공연,지행역(1층),2019-05-30,2019-05-30,퇴근길에 오고가는 지하철 이용객들과 동두천 시민들을 위해 힐링콘서트 진행,-,031-860-2064,동두천시,동두천시,경기도 동두천시 평화로 2285,경기도 동두천시 지행동 482,37.8918361,127.0556431
5263,제14회 동두천종합예술제,중앙교통광장 무대,2019-05-26,2019-05-26,관내 문예단체의 문화예술 역량 강화에 기여 및 시민 화합의 한마당 축제,-,031-860-2063,동두천시,(사)한국예총동두천지회,경기도 동두천시 중앙로 268,경기도 동두천시 생연동 594-1,37.9054393,127.0546796
5264,입체미술,제1전시실,2022-04-07,2022-04-12,전시,http://hcc.haeundae.go.kr,051-749-7651,최미옥,최미옥,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1,35.1711677,129.1739716
5265,2022 신년특집 뮤지컬 공연영상 상영 레미제라블 25주년 특별공연,서귀포예술의전당 소극장,2022-01-05,2022-01-05,공연,-,064-760-3352,서귀포예술의전당,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5266,2022 신년특집 뮤지컬 공연영상 상영 오페라의 유령 25주년 특별공연,서귀포예술의전당 소극장,2022-01-12,2022-01-12,공연,-,064-760-3352,서귀포예술의전당,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5267,2022 새희망 가득찬 서귀포 바리톤 고성현 테너 이정원 신년 듀오콘서트,서귀포예술의전당 대극장,2022-01-18,2022-01-18,공연,-,064-760-3365,서귀포예술의전당,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5268,2022 신년특집 뮤지컬 공연영상 상영 미스사이공 25주년 특별공연,서귀포예술의전당 소극장,2022-01-19,2022-01-19,공연,-,064-760-3352,제주특별자치도립 서귀포예술단,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5269,제주특별자치도립 서귀포예술단 2022 신년음악회,서귀포예술의전당 대극장,2022-01-19,2022-01-19,공연,-,064-760-2486,제주특별자치도립 서귀포예술단,서귀포시 문화예술과,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5270,2022 신년특집 뮤지컬 공연영상 상영 캣츠,서귀포예술의전당 소극장,2022-01-26,2022-01-26,공연,-,064-760-3352,서귀포예술의전당,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5271,뉴욕필하모닉 스트링 콰르텟,서귀포예술의전당 대극장,2022-02-26,2022-02-26,공연,-,064-760-3365,서귀포예술의전당,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5272,신학기 특집 뮤지컬 앤,서귀포예술의전당 대극장,2022-03-18,2022-03-19,공연,-,064-760-3365,서귀포예술의전당,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5273,제주특별자치도립 서귀포관악단 즐거운 주말 토요 힐링 콘서트,서귀포예술의전당 소극장,2022-04-23,2022-04-23,공연,-,064-760-2486,제주특별자치도립 서귀포관악단,서귀포시 문화예술과,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5274,피아니스트 조재혁 리사이틀 쇼팽,서귀포예술의전당 대극장,2022-04-29,2022-04-29,공연,-,064-760-3365,서귀포예술의전당,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5275,피노키오와 함께하는 참여형 놀이공연 판타지쇼 DREAM,서귀포예술의전당 대극장,2022-05-05,2022-05-05,공연,-,064-760-3365,서귀포예술의전당,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5276,제주특별자치도립 서귀포관악단 즐거운 주말 토요 힐링 콘서트,서귀포예술의전당 소극장,2022-05-14,2022-05-14,공연,-,064-760-2486,제주특별자치도립 서귀포관악단,서귀포시 문화예술과,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5277,제주특별자치도립 서귀포관악단 제74회 정기연주회,서귀포예술의전당 대극장,2022-05-19,2022-05-19,공연,-,064-760-2486,제주특별자치도립 서귀포관악단,서귀포시 문화예술과,제주특별자치도 서귀포시 태평로 270,-,33.24633342,126.5507911
5278,2021년 송년음악회,시민회관,2021-12-18,2021-12-18,가수 최진희 등 출연 송년음악회,-,031-860-2063,동두천음악협회,동두천시,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632
5279,국악한마당(국악협회 40주년),시민회관,2021-12-16,2021-12-16,국악협회 40주년 기념 공연,-,031-860-2063,동두천국악협회,동두천시,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632
5280,제1회 무형문화재 대축제,시민회관,2021-12-12,2021-12-12,시 무형문화재 단체 연합 공연,-,031-860-2105,동두천무형문화재연합회,동두천시,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632
5281,동두천 생활문화 대축제,시민회관,2021-12-11,2021-12-11,관내 생활문화 동호회 공연,-,031-860-3115,동두천시,동두천시,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632
5282,제2회 동두천 두드림가요제,시민회관,2021-12-04,2021-12-04,시민대상 가요경연대회,-,031-860-2063,동두천연예협회,동두천시,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632
5283,시립예술단 정기공연,시민회관,2021-11-30,2021-11-30,"농악단, 합창단 정기 공연",-,031-860-2103,동두천시립예술단,동두천시,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526295,127.0430632
5284,2021 장애인밴드 소규모 공연,두드림커뮤니티센터 앞 광장,2021-11-24,2021-11-24,두드림장애인학교 장애인밴드 소규모 공연,-,031-860-2063,두드림장애인학교,동두천시,경기도 동두천시 중앙로 361번길 19,경기도 동두천시 보산동 426-34,37.91400217,127.0568976
5285,2021년 찾아가는 문화활동 비대면 공연,평생학습관,2021-07-23,2021-07-23,찾아가는 문화활동 우리소리 우리몸짓 비대면 공연,-,031-860-2063,동두천시,한지붕국악예술단,경기도 동두천시 중앙로 110-18,경기도 동두천시 지행동 722-1,37.89088078,127.0532318
5286,수작콘서트-양성필,대덕문화전당 드림홀,2019-04-27,2019-04-27,퓨전국악,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,한국문화예술회관연합회+대덕문화전당,문화체육관광부,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5287,숲속의 미녀 <방방곡곡>,대덕문화전당 드림홀,2019-05-05,2019-05-05,한문연 방방곡곡문화공감사업,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,한국문화예술회관연합회,한국문화예술회관연합회,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5288,THE휴 콘서트,대덕문화전당 드림홀,2019-05-11,2019-05-11,앞산자락길 참여주민을 위한 공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5289,수작콘서트-홍민주,대구음악창작소 창공홀,2019-06-01,2019-06-01,국악,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,한국문화예술회관연합회+대덕문화전당,문화체육관광부,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.85497305,128.5893078
5290,THE휴 콘서트,대덕문화전당 드림홀,2019-06-08,2019-06-08,앞산자락길 참여주민을 위한 공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5291,옥상전망대 별빛달빛 콘서트,대덕문화전당 옥상전망대,2019-06-27,2019-06-27,"호국보훈의날,국가보훈대상자 위로 음악회",https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5292,THE휴 콘서트,대덕문화전당 드림홀,2019-07-13,2019-07-13,앞산자락길 참여주민을 위한 공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5293,수작콘서트-채환,대구음악창작소 창공홀,2019-07-31,2019-07-31,포크,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,한국문화예술회관연합회+대덕문화전당,문화체육관광부,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.85496884,128.5893078
5294,수작콘서트-CM코리아,대덕문화전당 드림홀,2019-08-31,2019-08-31,클래식,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,한국문화예술회관연합회+대덕문화전당,문화체육관광부,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5295,THE휴 콘서트,대덕문화전당 드림홀,2019-09-21,2019-09-21,앞산자락길 참여주민을 위한 공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5296,기획전시 가을전,대덕문화전당 전시실,2019-10-14,2019-10-19,대덕문화전당 기획전시,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5297,시월愛 가을을 그리다,대덕문화전당 드림홀,2019-10-19,2019-10-19,가을을 소재로한 기획공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5298,청춘예찬 합주단 정기연주회,대덕문화전당 드림홀,2019-10-25,2019-10-25,한문연 문화예술교육프로그램,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,한국문화예술회관연합회,한국문화예술회관연합회,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5299,수작콘서트-라이브오,대덕문화전당 드림홀,2019-11-02,2019-11-02,팝,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,한국문화예술회관연합회+대덕문화전당,문화체육관광부,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5300,THE休콘서트,대덕문화전당 드림홀,2019-11-09,2019-11-09,앞산자락길 참여주민을 위한 공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5301,남구농악단 정기연주회,대덕문화전당 드림홀,2019-11-15,2019-11-15,남구예술단 정기연주회,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5302,기획전시 남구미술협회 가을전,대덕문화전당 전시실,2019-11-18,2019-11-23,남구미술협회 가을전,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5303,김영임&김용임<방방곡곡>,대덕문화전당 드림홀,2019-12-14,2019-12-14,한문연 방방곡곡문화공감사업,https://nam.daegu.kr/culturalcenter/index.do,053-664-3131,한국문화예술회관연합회,한국문화예술회관연합회,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5304,아부지,싸리재홀,2021-05-08,2021-05-08,연극,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5305,교육가족 공감 콘서트,싸리재홀,2021-05-21,2021-05-21,음악,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5306,인천으로 온 재비,싸리재홀,2021-06-05,2021-06-05,국악,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5307,Story Classic 음악으로 듣는 문학,싸리재홀,2021-07-03,2021-07-03,음악,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5308,조이콘,싸리재홀,2021-07-10,2021-07-10,복합,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5309,음악극 카르멘,싸리재홀,2021-08-27,2021-08-27,연극,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5310,음악극 카르멘,싸리재홀,2021-08-28,2021-08-28,연극,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5311,청소년오케스트라 정기연주회,싸리재홀,2021-09-11,2021-09-11,음악,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5312,선율이 흐르는 그림,싸리재홀,2021-09-18,2021-09-18,음악,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5313,육중완밴드(락스타와 팬텀싱어의 뉴트로),싸리재홀,2021-10-02,2021-10-02,대중음악,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5314,환경지킴이 콘서트 (지구의 노래),싸리재홀,2021-11-26,2021-11-26,음악,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5315,문지영의 (피아노로 전하는 이야기),싸리재홀,2021-12-04,2021-12-04,음악,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5316,2021년 송년음악회,싸리재홀,2021-12-17,2021-12-17,음악,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5317,아부지,싸리재홀,2021-05-07,2021-05-07,연극,www.iecs.go.kr/,032-760-3400,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,인천광역시중구자유공원로12(인현동),인천광역시중구인현동5,37.47571123,126.6296707
5318,나와의 교감 콘서트 WITH-友我樂,대구음악창작소 창공홀,2020-08-22,2020-08-22,크로스오버 프로젝트 그룹 무관중 온라인 스트리밍 공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3104,대구광역시남구대덕문화전당,한국문화예술회관연합회,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.85497305,128.5893078
5319,대구데이 페스티벌,빨래터 공원,2020-08-14,2020-08-14,해넘이 전망대 개소 기념 공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5320,기획전시 나와너,대덕문화전당 전시실,2020-08-24,2020-09-25,지역을 대표하는 여류작가 그룹전,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5321,대구기지 사령부 옥토버 페스타,대구기지사령부 야외골프장,2020-09-19,2020-09-19,주한미군과 함께하는 페스벌 공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5322,추석맞이 한가위 버스킹,빨래터 공원,2020-09-26,2020-09-26,굿바이 코로나 2M 콘서트,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
5323,「행복·열정·명품」 버스킹<5회>,대덕문화전당 드림홀,2020-10-05,2020-10-12,"굿바이 코로나블루를 위한 시,구민 위로 음악회",https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
