,행사명,개최장소,시작일자,종료일자,행사내용,홈페이지주소,전화번호,주관기관,주최기관,도로명주소,지번주소,위도,경도
89,영천보현산별빛축제,보현산천문과학관 일원,2021-10-08,2021-10-10,"천문, 우주, 과학 관련 온오프라인 콘텐츠 운영, 천문학 강의, 스타파티, 각종 참여 프로그램 등",https://www.yc.go.kr/toursub/star/,054-330-6702,영천보현산별빛축제위원회,영천보현산별빛축제위원회,경상북도 영천시 화북면 별빛로 681-32,경상북도 영천시 화북면 정각리 689,36.1402561,128.9964736
90,선사문화체험축제,한샘청동공원,2022-10-07,2022-10-08,선사테마축제 및 체험프로그램 운영 등,http://artko16.netto.kr/,053-667-2194,달서구문화원,달서구문화원,대구광역시 달서구 월암로 23,대구광역시 달서구 대천동 353-5,35.82034773,128.5192255
91,제2회 북성로 축제,북성로 공구골목 일원,2018-10-20,2018-10-21,"부스프로그램, 북성로 공업소 투어, 오픈 스튜디오(작가 공방 오픈), 거리전시 및 공연",-,053-661-2173,훌라,대구광역시 중구,대구광역시 중구 북성로104,대구광역시 중구 북성로1가 96-2,35.87433558,128.5936894
92,정서진 해넘이 축제,인천 서구 정서진,2020-12-31,2020-12-31,"일몰이벤트, 축하공연",http://www.seo.incheon.kr/,032-560-5933,인천광역시 서구문화원,인천광역시 서구,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.5584360318,126.6074643744
93,천을산 해맞이,천을산 정상,2023-01-01,2023-01-01,"새해메세지, 대북타고, 해오름 함성 등",http://suseong.kr,053-666-2163,(재)수성문화재단,대구광역시 수성구,-,대구광역시 수성구 가천동 산11-3,35.85169239,128.6950183
94,상화문학제,수성못 상화동산,2022-05-13,2022-05-15,"백일장 공모, 시낭송대회, 문학강연, 문학공연, 상화문학답사",http://www.suseong.or.kr,053-768-0002,수성문화원,수성문화원,대구광역시 수성구 들안로16길 78,대구광역시 수성구 두산동 30,35.839227,128.618141
95,2021 군산시간여행축제,구시청광장 및 시간여행마을 일원,2021-09-01,2021-10-31,근대문화축제,http://festival.gunsan.go.kr/,063-454-3302,군산시간여행축제추진위원회,군산시,전라북도 군산시 중앙로 178,전라북도 군산시 중앙로1가 11-1,35.98772627,126.711725
96,강릉단오제,강릉시 남대천 단오장 및 지정행사장,2022-05-30,2022-06-06,"문화재행사, 단오TV, 전시, 시민참여행사, 단오유스페스티벌, 온라인 챌린지 행사 등",http://www.danojefestival.or.kr,033-641-1593,(사)강릉단오제위원회(사)강릉단오제보존회 외,"(사)강릉단오제위원회,(사)강릉단오제보존회",강원도 강릉시 단오장길 1 (노암동),강원도 강릉시 노암동 722-2,37.74820212,128.8950714
97,제23회 정동진독립영화제,정동초등학교 운동장,2021-09-23,2021-09-26,야외 독립영화제(슬로건: 별이 지는 하늘 영화가 뜨는 바다),http://jiff.kr,033-645-7415,제23회 정동진독립영화제 집행위원회,"강릉씨네마떼끄,한국영상자료원",강원도 강릉시 강동면 헌화로 1055,강원도 강릉시 강동면 정동진리 184,37.68735318,129.0336174
98,강릉국제영화제,"강릉대도호부관아, CGV강릉, 독립예술국장 신영 등 강릉시 일원",2021-10-22,2021-10-31,"다채로운 상영작과 프로그램, 시민 참여형 이벤트 등(영화와 문학, 마스터즈 & 뉴커머즈, 프리미어 기프, 클래식 기프, 패밀리 기프)",http://www.giff.kr/ko/,033-641-8079,(사)강릉국제영화제,강릉시,강원도 강릉시 임영로131번길 6 (용강동),강원도 강릉시 용강동 58-1,37.75294455,128.8919029
99,강릉문화재야행,강릉대도호부관아(사적388호),2021-11-11,2021-11-13,역사문화시설 개방 및 전시.체험.공연 프로그램 운영(8가지 밤의 테마와 32개 프로그램),http://gncn.or.kr,033-823-3212,강릉문화원,강릉시,강원도 강릉시 임영로131번길 6 (용강동),강원도 강릉시 용강동 58-1,37.75294455,128.8919029
100,강감찬축제,온라인 개최,2021-10-14,2021-10-17,"강감찬 장군 출병식 및 전승행렬 거리 퍼레이드, 고려마을 테마 체험부스, 강감찬 장군 추모제향 등 다채로운 행사 진행",http://www.gwanak.go.kr/html/gang/sub/sub.html,02-879-5603,관악구,관악구,"서울특별시 관악구 관악로 145, 교육사업과(관악구청)",서울특별시 관악구 봉천동 1570-1,37.47823402,126.9515012
101,풍암골 신암마을 당산제,풍암 제7어린이공원내 (풍암동1129),2022-02-15,2022-02-15,(코로나19로 인한 취소) 민속고유 명절인 대보름을 맞이하여 사라져가는 전통세시풍속인 당산제를 재현하여 지역 주민들의 평안과 발전 및 풍요다산을 기원,https://www.seogu.gwangju.kr/menu.es?mid=a70302000000,062-350-4988,광주광역시 서구,미정,-,광주광역시 서구 풍암동 1129,35.12401153,126.8815859
102,서창만드리 풍년제,서구 서창동 한옥문화관 일원,2022-07-25,2022-08-12,"의식행사, 들노래 만드리 재현, 문화예술공연, 전통문화 체험부스 운영 등",https://www.seogu.gwangju.kr/menu.es?mid=a70302000000,062-350-4988,광주광역시 서구,미정,광주광역시 서구 서창발산길 10(서창동),광주광역시 서구 서창동 424-1,35.1071746,126.8231387
103,영산강 서창들녁 억새축제,영산강(극락교~서창교 3.5km)일원,2022-10-07,2022-10-10,"공식행사, 포토존, 비대면 공연, 온라인전시, 부대행사 등",http://www.sgfesta.co.kr,062-350-4792,광주광역시 서구,광주광역시 서구,광주광역시 서구 서창둑길 377(벽진동),광주광역시 서구 벽진동 505-1,35.13849504,126.828739
104,해맞이 행사,오봉산 등,2022-01-01,2022-01-01,"새해 소원빌기 행사, 새해안녕기원행사,해맞이공연, 먹거리제공 등",-,-,북구청 문화예술과,공모사업,-,대구광역시 북구 구암동 349,35.93240689,128.567486
105,금호강 정월대보름축제,산격대교 하단,2022-02-15,2022-02-15,"달집태우기, 달맞이 행사 등",-,-,북구청 문화예술과,공모사업,-,대구광역시 북구 산격동 1477-1,35.90892344,128.6033802
106,전국청소년댄스페스티벌 꿈을 향한 무승부,의정부시청소년수련관,2022-09-17,2022-09-17,퍼포먼스 댄스경연대회 및 축하공연 등,http://www.uiyouth.or.kr,031-828-9544,의정부시청소년수련관+기호일보,의정부시청소년재단,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
107,의정부시 청소년 진로페스티벌,의정부시청소년수련관,2022-05-23,2022-05-27,"직업인, 대학생 멘토 인터뷰 및 E-sports 대회 뷰티아카데미등",http://www.youthexpo.or.kr,031-828-9558,의정부시청소년수련관,의정부시청소년재단,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
108,의정부 청소년 영화제,의정부시청소년수련관,2022-11-05,2022-11-05,청소년 영화 상영 및 시상식,https://uyff.modoo.at,031-828-9557,의정부시청소년수련관,의정부시청소년재단,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
109,청소년 푸른별 콘서트,의정부시청소년수련관,2022-12-01,2022-12-01,청소년 동아리 공연 및 인기가수 축하공연,http://www.uiyouth.or.kr,031-828-9542,의정부시청소년재단+경인일보,의정부시,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
110,청소년안전망 페스티발,의정부시청소년수련관,2022-05-21,2022-05-21,"기념식, 문화공연, 부스운영, 체험 전시",http://www.uiyouth.or.kr,031-828-9563,의정부시청소년상담복지센터,의정부시청소년재단,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
111,청소년 행복주간 지역마을축제(동부권역),부용천(새말역),2022-05-24,2022-05-24,청소년 유관기관 부스 및 체험 프로그램 운영,http://www.uiyouth.or.kr,031-828-9583,새말청소년문화의집,의정부시청소년재단,경기도 의정부시 장곡로 551,경기도 의정부시 신곡동 815-1,37.7488377,127.0637621
112,청소년 행복주간 지역마을축제,의정부예총,2022-05-25,2022-05-25,"청소년 체험부스, 청소년 공연",http://www.uiyouth.or.kr,031-828-9593,흥선청소년문화의집,흥선청소년문화의집,경기도 의정부시 의정로80번길 18,경기도 의정부시 의정부동 477-1,37.73969683,127.0358325
113,신창동 어울림축제,신창동 공방의 거리,2017-10-28,2017-10-28,"주민운동회, 주민회의, 노래자랑, 나눔장터, 프리마켓 등",-,-,신창동 마을축제 추진위원회,광주광역시 광산구 신창동,광주광역시 광산구 왕버들로 291,-,35.1956384,126.840969
114,제2회 하남동 도농공 한울타리 어울림축제,경암근린공원,2017-10-28,2017-10-28,"기념식, 문화공연, 주민노래자랑, 플리마켓 등",-,-,하남동 한울타리 어울림축제 추진위원회,광주광역시 광산구 하남동,광주광역시 광산구 하남대로54번안길 133,-,35.178175,126.7999659
115,울릉해변가요제,저동항,2020-08-01,2020-08-31,"군민가요제, 불꽃놀이",https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1991&,054-791-4116,(사)울릉청년단,울릉군,-,경상북도 울릉군 울릉읍 도동리 300-8,37.48430421,130.9056438
116,우산문화제,도동항,2020-09-01,2020-10-31,"개막축하행사전통민속놀이, 체험행사 등",https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1988&,054-791-0245,울릉문화원,울릉군,-,경상북도 울릉군 울릉읍 도동리 169,37.48343755,130.9020734
117,오징어축제,저동항,2020-06-12,2020-06-14,"오징어 맨손잡기, 요리경연, 뗏목경주등",https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1986&,054-790-6392,울릉군 축제위원회,울릉군,-,경상북도 울릉군 울릉읍 도동리 300-8,37.48430421,130.9056438
118,회당문화재,도동항,2020-07-01,2020-07-02,"버스킹, 전시 및 체험행사, 독도아리랑 콘서트 진행(메인)",https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1992&,-,대한불교진각종,대한불교진각종,-,경상북도 울릉군 울릉읍 도동리 169,37.48343755,130.9020734
119,민속그네뛰기,사동 자생식물원,2020-06-25,2020-06-25,그네뛰기,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1989&,-,울릉문화원,울릉문화원,경상북도 울릉군 울릉읍 간령길 83-18,-,37.46024044,130.8735494
120,최남단 모슬포 방어축제,모슬포항 일원,2021-11-15,2021-11-30,드라이스루(비대면)및 온라인행사(방어.부시(포장)판매 등),http://bangeofestival.com/,064-794-8032,최남단방어축제위원회,최남단방어축제위원회,제주특별자치도 서귀포시 대정읍 최남단해안로 120,-,33.2100651,126.2583797
121,아트제주 2021,메종 글래드 제주,2021-12-15,2021-11-28,제주 최대 규모의 국제 아트페어 아트제주를 통해 국내외 갤러리가 선별한 현대미술품을 한 자리에서 만나보자.,https://www.artjejukorea.com/,064-738-3366,사)섬아트제주,제주특별자치도,제주특별자치도 제주시 노연로 80,-,33.4856126,126.488913
122,한림공원 국화축제,한림공원 산야초원 內 플라워가든,2021-11-06,2021-11-28,올해 창립50주년이 된 제주 대표 관광지 한림공원이 봄부터 사랑과 정성을 다해 정성껏 가꾸어온 국화 수십만송이의 국화 작품이 어우러져 아름다운 국화 정원을 선보인다.,http://www.hallimpark.com/,064-796-0001,한림공원,한림공원,제주특별자치도 제주시 한림읍 한림로 300,-,33.390213,126.2396912
123,제주허브동산 겨울동백축제,제주허브동산,2021-11-25,2022-01-15,허브동산은 겨울 동백 축제를 위해 풍차 전망대. 애기동백과 함께 사진을 남길 수 있는 Camelia Avenue. 기찻길을 따라 동백이 줄지어 서있는 Camelia Station을 조성했다.,www.herbdongsan.com,064-787-7362,제주허브동산,제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,-,33.3291241,126.8147261
124,2021 경기인디뮤직페스티벌,백마도 일원,2021-05-28,2021-05-30,인디뮤지션 공연 및 부대행사,-,032-623-8032,경기콘텐츠진흥원,경기도,-,경기도 고촌읍 신곡리 1051,37.609734,126.785629
125,제주국제관악제,제주아트센터. 세계자동차&피아노박물관,2021-12-03,2021-12-07,제주의 겨울 그리고 금빛나팔소리 제주국제관악제 겨울,http://www.jiwef.org/intro/index.php,064-710-3495,제주국제관악제 조직위원회,제주국제관악제 조직위원회,제주특별자치도 제주시 동광로 69,-,33.5044361,126.5351724
126,주안미디어문화축제,옛시민회관 쉼터 등 미추홀구 전역,2023-01-01,2023-12-31,미추홀의 특색있는 문화자원과 미디어 분야의 융합 콘텐츠를 만날 수 있는 축제 프로그램,https://www.michuhol.go.kr/culture/main.do,032-880-7978,인천광역시 미추홀구,인천광역시 미추홀구,-,인천광역시 미추홀구 주안동 190-4,37.4588336,126.6796135
127,별밤포차,상주은모래비치,2022-04-01,2022-12-31,별밤포차4개소운영 및 공연,http://tour.namhae.go.kr/main.web,055-860-8603,상주번영회,경상남도 남해군,경상남도 남해군 상주면 상주로 10-3,경상남도 남해군 상주면 상주리 1136-1,34.7222114298,127.9874444630
128,고현 관음포 둑방길 봄꽃축제,고현면 일원,2022-04-01,2022-04-30,"봄꽃 관람, 특산물 판매 및 홍보 부스 운영",http://tour.namhae.go.kr/main.web,055-860-8603,고현둑방공원마을공동체,경상남도 남해군,-,경상남도 남해군 고현면 포상리 986-5,34.8979403331,127.8685968241
129,창선고사리 삼합축제,창선면 일원,2022-05-01,2022-05-30,먹거리 및 지역특산물 판매 운영,http://tour.namhae.go.kr/main.web,055-860-8603,창선고사리삼합축제추진위원회,경상남도 남해군,-,경상남도 남해군 창선면 상죽리 10-18,34.86151038,128.0172216
130,보물섬 남해 커피축제,남해읍 일원,2022-05-01,2022-05-30,"로스팅, 핸드드립 등 체험행사",http://tour.namhae.go.kr/main.web,055-860-8603,보물섬바리스타협의회,경상남도 남해군,경상남도 남해군 남해읍 화전로 83,경상남도 남해군 남해읍 북변리 157,34.8387158782,127.8938765987
131,여주도자기축제,여주 프리미엄아울렛 EAST광장 일원,2022-04-08,2022-04-17,"도자기 전시 및 판매, 소공연",www.yjcf.or.kr,031-881-9693,여주세종문화재단,여주시,경기도 여주시 명품로 360,경기도 여주시 상거동 460,-,-
